id	name
1	Ageric
2	Alaric
3	Amalaric
4	Andica
5	Ansovald
6	Arnegisel
7	Athanaric
8	Audovald
9	Austregisel
10	Authari
11	Badegisel
12	Berthar
13	Bertram
14	Bisinus
15	Charibert
16	Childebert
17	Childeric
18	Chlodomer
19	Clovis
20	Dagobert
21	Eberulf
22	Ebregisel
23	Euric
24	Garivald
25	Godomar
26	Gunderic
27	Gunthar
28	Guntram
29	Hermangild
30	Herminafrid
31	Huneric
32	Imnachar
33	Ingomer
34	Leudast
35	Leuvigild
36	Lothar
37	Magneric
38	Merovech
39	Munderic
40	Ragnachar
41	Rathar
42	Reccared
43	Sichar
44	Sigeric
45	Sigibert
46	Sunnegisil
47	Theudebald
48	Theuderic
49	Vulfoliac
50	Willichar
